SpeciesCode,ScientificName,CommonName,Tree Type,SppValueAssignment,Species Rating (%),Basic Price ($/sq in),Palm Trunk Cost($/ft),Replacement Cost ($),TAr (sq Inches),region
ULAM,Ulmus americana,American elm,BDL,ULAM,50,36.36001953125,0,345.4603125,4.75,CaNCCoJBK
ULPA,Ulmus parvifolia,Chinese elm,BDL,ULPA,70,77.0400390625,0,345.4603125,2.24000122070313,CaNCCoJBK
ULPU,Ulmus pumila,Siberian elm,BDL,ULAM,10,45.4600390625,0,345.4603125,3.80000244140625,CaNCCoJBK
UMCA,Umbellularia californica,California laurel,BEL,BEL OTHER,70,77.0400390625,0,345.4603125,2.24000122070313,CaNCCoJBK
VIJA,Viburnum japonicum,Japanese viburnum,BES,BES OTHER,50,77.0400390625,0,345.4603125,2.24000122070313,CaNCCoJBK
WAFI,Washingtonia filifera,California palm,PES,PES OTHER,50,0,25,775,15,CaNCCoJBK
WARO,Washingtonia robusta,Mexican fan palm,PES,WARO,50,0,10,425,15,CaNCCoJBK
XYCO,Xylosma congestum,Shiny xylosma,BES,BES OTHER,50,82.820078125,0,345.4603125,2.09000122070313,CaNCCoJBK
YUAL,Yucca aloifolia,Aloe yucca,PES,PES OTHER,50,0,25,650,15,CaNCCoJBK
YUGL2,Yucca gloriosa,Moundlily yucca,PES,PES OTHER,50,0,25,650,15,CaNCCoJBK
YURE,Yucca recurvifolia,Curveleaf yucca,PES,PES OTHER,50,0,25,650,15,CaNCCoJBK
YUTO,Yucca torreyi,Torrey yucca,PES,PES OTHER,50,0,25,650,15,CaNCCoJBK
ZESE,Zelkova serrata,Japanese zelkova,BDL,BDL OTHER,50,77.0400390625,0,345.4603125,2.24000122070313,CaNCCoJBK
BDL OTHER,Broadleaf Deciduous Large,Broadleaf Deciduous Large,BDL,ULAM,50,36.36001953125,0,345.4603125,4.75,CaNCCoJBK
BDM OTHER,Broadleaf Deciduous Medium,Broadleaf Deciduous Medium,BDM,FRVE,30,36.36001953125,0,345.4603125,4.75,CaNCCoJBK
BDS OTHER,Broadleaf Deciduous Small,Broadleaf Deciduous Small,BDS,PRCE,30,77.0400390625,0,345.4603125,2.24000122070313,CaNCCoJBK
BEL OTHER,Broadleaf Evergreen Large,Broadleaf Evergreen Large,BEL,QUAG,90,45.4600390625,0,345.4603125,3.80000244140625,CaNCCoJBK
BEM OTHER,Broadleaf Evergreen Medium,Broadleaf Evergreen Medium,BEM,CICA,70,77.0400390625,0,345.4603125,2.24000122070313,CaNCCoJBK
BES OTHER,Broadleaf Evergreen Small,Broadleaf Evergreen Small,BES,PYKA,50,82.820078125,0,345.4603125,2.09000122070313,CaNCCoJBK
CEL OTHER,Conifer Evergreen Large,Conifer Evergreen Large,CEL,PIRA,90,36.36001953125,0,345.4603125,4.75,CaNCCoJBK
CEM OTHER,Conifer Evergreen Medium,Conifer Evergreen Medium,CEM,PIBR2,70,45.4600390625,0,345.4603125,3.80000244140625,CaNCCoJBK
CES OTHER,Conifer Evergreen Small,Conifer Evergreen Small,CES,PICO5,50,82.820078125,0,345.4603125,2.09000122070313,CaNCCoJBK
PEL OTHER,Palm Evergreen Large,Palm Evergreen Large,PEL,PHCA,70,0,133,3995,15,CaNCCoJBK
PEM OTHER,Palm Evergreen Medium,Palm Evergreen Medium,PEM,PHDA4,30,0,43,1345,15,CaNCCoJBK
PES OTHER,Palm Evergreen Small,Palm Evergreen Small,PES,WARO,50,0,25,650,15,CaNCCoJBK
ABBA,Abies balsamea,Balsam fir,CEL,CEL OTHER,70,8,0,420,7.0650048828125,LoMidWXXX
ABCO,Abies concolor,White fir,CEL,CEL OTHER,80,8,0,420,7.0650048828125,LoMidWXXX
ABFR,Abies fraseri,Fraser fir,CEL,CEL OTHER,70,8,0,420,7.0650048828125,LoMidWXXX
AB,Abies species,Fir,CEL,CEL OTHER,70,8,0,420,7.0650048828125,LoMidWXXX
ACCA,Acer campestre,Hedge maple,BDM,ACRU,70,11,0,530,7.0650048828125,LoMidWXXX
ACCAQE,Acer campestre 'Queen Elizabeth',Hedge maple 'Queen Elizabeth',BDM,ACRU,70,11,0,530,7.0650048828125,LoMidWXXX
ACGI,Acer ginnala,Amur maple,BDS,ACRU,70,14,0,585,7.0650048828125,LoMidWXXX
ACNE,Acer negundo,Boxelder,BDM,ACRU,70,11,0,530,7.0650048828125,LoMidWXXX
ACNI,Acer nigrum,Black maple,BDL,ACPL,70,15,0,640,7.0650048828125,LoMidWXXX
ACPA,Acer palmatum,Japanese maple,BDS,ACRU,60,14,0,585,7.0650048828125,LoMidWXXX
ACPL,Acer platanoides,Norway maple,BDL,ACPL,60,14,0,585,7.0650048828125,LoMidWXXX
ACPLC,Acer platanoides 'Columnar',Norway maple 'Columnar',BDL,ACPL,70,14,0,585,7.0650048828125,LoMidWXXX
ACPLCK,Acer platanoides 'Crimson King',Norway maple 'Crimson King',BDL,ACPL,70,14,0,585,7.0650048828125,LoMidWXXX
ACPS,Acer pseudoplatanus,Sycamore maple,BDL,ACPL,70,14,0,585,7.0650048828125,LoMidWXXX
ACRU,Acer rubrum,Red maple,BDL,ACRU,60,14,0,585,7.0650048828125,LoMidWXXX
ACRUA,Acer rubrum 'Armstrong',Red maple 'Armstrong',BDM,ACRU,70,14,0,585,7.0650048828125,LoMidWXXX
ACRUG,Acer rubrum 'Gerling',Red maple 'Gerling',BDM,ACRU,70,14,0,585,7.0650048828125,LoMidWXXX
ACRUOG,Acer rubrum 'October Glory',Red maple 'October Glory',BDM,ACRU,70,14,0,585,7.0650048828125,LoMidWXXX
ACRURS,Acer rubrum 'Red Sunset',Red maple 'Red Sunset',BDM,ACRU,70,14,0,585,7.0650048828125,LoMidWXXX
ACSA1,Acer saccharinum,Silver maple,BDL,ACSA1,50,11,0,530,7.0650048828125,LoMidWXXX
ACSA2,Acer saccharum,Sugar maple,BDL,ACSA2,80,15,0,640,7.0650048828125,LoMidWXXX
AC,Acer species,Maple,BDM,ACRU,70,14,0,585,7.0650048828125,LoMidWXXX
AEGL,Aesculus glabra,Ohio buckeye,BDM,BDM OTHER,75,15,0,640,7.0650048828125,LoMidWXXX
AEHI,Aesculus hippocastanum,Horsechestnut,BDL,BDL OTHER,70,15,0,640,7.0650048828125,LoMidWXXX
AE,Aesculus species,Buckeye,BDM,BDM OTHER,60,15,0,640,7.0650048828125,LoMidWXXX
AIAL,Ailanthus altissima,Tree of heaven,BDL,BDL OTHER,40,11,0,530,7.0650048828125,LoMidWXXX
ALJU,Albizia julibrissin,Mimosa,BDS,BDS OTHER,20,15,0,640,7.0650048828125,LoMidWXXX
ALGL,Alnus glutinosa,European alder,BDL,BDL OTHER,70,15,0,640,7.0650048828125,LoMidWXXX
AMCA,Amelanchier canadensis,Eastern serviceberry,BDS,BDS OTHER,70,11,0,530,7.0650048828125,LoMidWXXX
AMUT,Amelanchier x Grandiflora 'Autumn',Utah serviceberry,BDS,BDS OTHER,70,11,0,530,7.0650048828125,LoMidWXXX
ARSP,Aralia spinosa,Devils walking stick,BDS,BDS OTHER,20,11,0,530,7.0650048828125,LoMidWXXX
ASTR,Asimina triloba,Pawpaw,BDS,BDS OTHER,50,11,0,530,7.0650048828125,LoMidWXXX
BEAL,Betula alleghaniensis,Yellow birch,BDL,BDL OTHER,50,11,0,530,7.0650048828125,LoMidWXXX
BENI,Betula nigra,River birch,BDL,BDL OTHER,70,11,0,530,7.0650048828125,LoMidWXXX
BEPA,Betula papyrifera,Paper birch,BDL,BDL OTHER,40,11,0,530,7.0650048828125,LoMidWXXX
BE,Betula species,Birch,BDM,BDM OTHER,50,11,0,530,7.0650048828125,LoMidWXXX
BUSP,Buxus species,Boxwood,BES,BES OTHER,60,11,0,530,7.0650048828125,LoMidWXXX
CABEF,Carpinus betulus 'Fastigiata',Hornbeam 'Fastigiata',BDM,BDM OTHER,60,11,0,530,7.0650048828125,LoMidWXXX
CACA,Carpinus caroliniana,American hornbeam,BDM,BDM OTHER,60,11,0,530,7.0650048828125,LoMidWXXX
CA40,Carpinus species,Hornbeam,BDM,BDM OTHER,60,11,0,530,7.0650048828125,LoMidWXXX
CACO,Carya cordiformis,Bitternut hickory,BDL,BDL OTHER,70,11,0,530,7.0650048828125,LoMidWXXX
CAGL,Carya glabra,Pignut hickory,BDL,BDL OTHER,60,11,0,530,7.0650048828125,LoMidWXXX
CALA,Carya laciniosa,Shellbark hickory,BDL,BDL OTHER,70,11,0,530,7.0650048828125,LoMidWXXX
CAOV,Carya ovata,Shagbark hickory,BDL,BDL OTHER,70,11,0,530,7.0650048828125,LoMidWXXX
CAMO,Castanea mollissima,Chinese chestnut,BDM,BDM OTHER,60,11,0,530,7.0650048828125,LoMidWXXX
CASP,Catalpa speciosa,Northern catalpa,BDL,CASP,40,11,0,530,7.0650048828125,LoMidWXXX
CEOC,Celtis occidentalis,Northern hackberry,BDL,CEOC,80,14,0,585,7.0650048828125,LoMidWXXX
CEJA,Cercidiphyllum japonicum,Katsura tree,BDL,BDL OTHER,70,11,0,530,7.0650048828125,LoMidWXXX
CECA,Cercis canadensis,Eastern redbud,BDS,CECA,80,15,0,640,7.0650048828125,LoMidWXXX
CLLU,Cladrastis kentukea,Yellowwood,BDM,BDM OTHER,60,14,0,585,7.0650048828125,LoMidWXXX
COFL,Cornus florida,Flowering dogwood,BDS,BDS OTHER,70,15,0,640,7.0650048828125,LoMidWXXX
CORA,Cornus racemosa,Gray dogwood,BDS,BDS OTHER,70,15,0,640,7.0650048828125,LoMidWXXX
CO1,Cornus species,Dogwood,BDS,BDS OTHER,70,15,0,640,7.0650048828125,LoMidWXXX
COAM,Corylus americana,American hazlenut,BDS,BDS OTHER,80,11,0,530,7.0650048828125,LoMidWXXX
COCO1,Cotinus coggygria,Smoke tree,BDS,BDS OTHER,70,11,0,530,7.0650048828125,LoMidWXXX
CRCRI,Crataegus crusgalli 'Inermis',Cockspur hawthorn,BDS,BDS OTHER,80,11,0,530,7.0650048828125,LoMidWXXX
CRPH,Crataegus phaenopyrum,Washington hawthorn,BDS,BDS OTHER,60,11,0,530,7.0650048828125,LoMidWXXX
CR,Crataegus species,Hawthorn,BDS,BDS OTHER,60,11,0,530,7.0650048828125,LoMidWXXX
CRVI,Crataegus viridis 'Winter King',Green hawthorn,BDS,BDS OTHER,70,11,0,530,7.0650048828125,LoMidWXXX
CRLA,Crataegus x Lavallei,Carriere hawthorn,BDS,BDS OTHER,60,11,0,530,7.0650048828125,LoMidWXXX
DIVI,Diospyros virginiana,Common persimmon,BDM,BDM OTHER,50,11,0,530,7.0650048828125,LoMidWXXX
ELAN,Elaeagnus angustifolia,Russian olive,BDS,BDS OTHER,40,11,0,530,7.0650048828125,LoMidWXXX
EL1,Elaeagnus species,Elaeagnus,BDS,BDS OTHER,40,11,0,530,7.0650048828125,LoMidWXXX
ELUM,Elaeagnus umbellata,Autumn olive,BES,BES OTHER,40,11,0,530,7.0650048828125,LoMidWXXX
EUUL,Eucommia ulmoides,Hardy rubber tree,BDM,BDM OTHER,70,11,0,530,7.0650048828125,LoMidWXXX
EUSP,Euonymus species,Narrow-leaved gimlet,BDS,BDS OTHER,20,11,0,530,7.0650048828125,LoMidWXXX
FAGR,Fagus grandifolia,American beech,BDL,BDL OTHER,80,14,0,585,7.0650048828125,LoMidWXXX
FA,Fagus species,Beech,BDL,BDL OTHER,75,14,0,585,7.0650048828125,LoMidWXXX
FASY,Fagus sylvatica,European beech,BDL,BDL OTHER,70,14,0,585,7.0650048828125,LoMidWXXX
FASYP,Fagus sylvatica 'Purpurea',Copper Beech,BDL,BDL OTHER,70,14,0,585,7.0650048828125,LoMidWXXX
FRAM,Fraxinus americana,White ash,BDL,FRAM,60,14,0,585,7.0650048828125,LoMidWXXX
FRAMAA,Fraxinus americana 'Autumn Applause',Autumn applause ash,BDL,FRAM,70,14,0,585,7.0650048828125,LoMidWXXX
FRAMCC,Fraxinus americana 'Champaign County',Champaign County Ash,BDL,FRAM,70,14,0,585,7.0650048828125,LoMidWXXX
FREXH,Fraxinus excelsior 'Hessei',Hesse ash,BDL,FRAM,60,14,0,585,7.0650048828125,LoMidWXXX
FRNI,Fraxinus nigra,Black ash,BDL,FRAM,65,14,0,585,7.0650048828125,LoMidWXXX
FROR,Fraxinus ornus,Flowering ash,BDM,FRPE,65,11,0,530,7.0650048828125,LoMidWXXX
FROXA,Fraxinus oxycarpa 'Aureafolia',Golden desert ash,BDM,FRPE,65,11,0,530,7.0650048828125,LoMidWXXX
FRPE,Fraxinus pennsylvanica,Green ash,BDL,FRPE,70,11,0,530,7.0650048828125,LoMidWXXX
FRPES,Fraxinus pennsylvanica 'Summit',Summit ash,BDL,FRPE,80,11,0,530,7.0650048828125,LoMidWXXX
FRQU,Fraxinus quadrangulata,Blue ash,BDL,FRPE,70,11,0,530,7.0650048828125,LoMidWXXX
FR,Fraxinus species,Ash,BDL,FRPE,65,14,0,585,7.0650048828125,LoMidWXXX
GIBI,Ginkgo biloba,Ginkgo,BDL,BDL OTHER,90,15,0,640,7.0650048828125,LoMidWXXX
GIBIF2,Ginkgo biloba 'Fastigiata',Sentry ginkgo,BDL,BDL OTHER,90,15,0,640,7.0650048828125,LoMidWXXX
GLTR,Gleditsia triacanthos,Honeylocust,BDL,GLTR,70,11,0,530,7.0650048828125,LoMidWXXX
GLTRI,Gleditsia triacanthos 'Imperial',Imperial Honeylocust,BDL,GLTR,70,11,0,530,7.0650048828125,LoMidWXXX
GLTRS,Gleditsia triacanthos 'Shademaster',Shademaster honeylocust,BDL,GLTR,70,11,0,530,7.0650048828125,LoMidWXXX
GLTRS1,Gleditsia triacanthos 'Sunburst',Sunburst Honeylocust,BDL,GLTR,70,11,0,530,7.0650048828125,LoMidWXXX
GYDI,Gymnocladus dioicus,Kentucky coffeetree,BDL,BDL OTHER,80,15,0,640,7.0650048828125,LoMidWXXX
HISP,Hibiscus species,Rosemallow,BDS,BDS OTHER,20,11,0,530,7.0650048828125,LoMidWXXX
ILOP,Ilex opaca,American holly,BES,ILOP,70,15,0,640,7.0650048828125,LoMidWXXX
JUCI,Juglans cinerea,Butternut,BDM,JUNI,30,14,0,585,7.0650048828125,LoMidWXXX
JUNI,Juglans nigra,Black walnut,BDL,JUNI,70,14,0,585,7.0650048828125,LoMidWXXX
JURE,Juglans regia,English walnut,BDM,JUNI,35,14,0,585,7.0650048828125,LoMidWXXX
JU1,Juglans species,Walnut,BDM,JUNI,35,14,0,585,7.0650048828125,LoMidWXXX
JUCO3,Juniperus conferta,Shore juniper,CES,CES OTHER,55,7,0,400,7.0650048828125,LoMidWXXX
JUPR,Juniperus procumbens,Japanese garden juniper,CES,CES OTHER,55,7,0,400,7.0650048828125,LoMidWXXX
JU,Juniperus species,Juniper,CES,CES OTHER,55,7,0,400,7.0650048828125,LoMidWXXX
JUVI,Juniperus virginiana,Eastern red cedar,CEM,CEM OTHER,50,7,0,400,7.0650048828125,LoMidWXXX
KOPA,Koelreuteria paniculata,Goldenrain tree,BDS,BDS OTHER,80,11,0,530,7.0650048828125,LoMidWXXX
LADE,Larix decidua,European larch,BDL,BDL OTHER,60,11,0,530,7.0650048828125,LoMidWXXX
LA10,Larix species,Larch,BDL,BDL OTHER,57,11,0,530,7.0650048828125,LoMidWXXX
LISP,Ligustrum species,Privet,BES,BES OTHER,20,11,0,530,7.0650048828125,LoMidWXXX
LIST,Liquidambar styraciflua,Sweetgum,BDL,BDL OTHER,70,11,0,530,7.0650048828125,LoMidWXXX
LITU,Liriodendron tulipifera,Tulip tree,BDL,BDL OTHER,80,11,0,530,7.0650048828125,LoMidWXXX
LOSP,Lonicera species,Honeysuckle,BDS,BDS OTHER,20,11,0,530,7.0650048828125,LoMidWXXX
MAPO,Maclura pomifera,Osage orange,BDL,BDL OTHER,60,11,0,530,7.0650048828125,LoMidWXXX
MAAC,Magnolia acuminata,Cucumber tree,BDL,BDL OTHER,70,14,0,585,7.0650048828125,LoMidWXXX
MAGR,Magnolia grandiflora,Southern magnolia,BEM,MAGR,80,14,0,585,7.0650048828125,LoMidWXXX
MAPY,Magnolia soulangiana,Pyramid magnolia,BDS,BDS OTHER,70,14,0,585,7.0650048828125,LoMidWXXX
MA1,Magnolia species,Magnolia,BDS,BDS OTHER,70,14,0,585,7.0650048828125,LoMidWXXX
MAST,Magnolia stellata,Star magnolia,BDS,BDS OTHER,70,14,0,585,7.0650048828125,LoMidWXXX
MA2,Malus species,Apple,BDS,MA2,70,15,0,640,7.0650048828125,LoMidWXXX
MEGL,Metasequoia glyptostroboides,Dawn redwood,BDL,BDL OTHER,60,14,0,585,7.0650048828125,LoMidWXXX
MO,Morus species,Mulberry,BDM,MO,40,15,0,640,7.0650048828125,LoMidWXXX
NYSY,Nyssa sylvatica,Black tupelo,BDM,BDM OTHER,80,14,0,585,7.0650048828125,LoMidWXXX
OSVI,Ostrya virginiana,Eastern hophornbeam,BDM,BDM OTHER,80,15,0,640,7.0650048828125,LoMidWXXX
OXAR,Oxydendrum arboreum,Sourwood,BDL,BDL OTHER,80,14,0,585,7.0650048828125,LoMidWXXX
PA19,Paulownia species,Paulownia,BDL,BDL OTHER,50,11,0,530,7.0650048828125,LoMidWXXX
PATO,Paulownia tomentosa,Royal paulownia,BDM,BDM OTHER,50,11,0,530,7.0650048828125,LoMidWXXX
PHAM,Phellodendron amurense,Amur corktree,BDM,BDM OTHER,70,15,0,640,7.0650048828125,LoMidWXXX
PHCA,Phoenix canariensis,Canary island date palm,PEL,PHCA,70,0,133,3995,15,LoMidWXXX
PHDA4,Phoenix dactylifera,Date palm,PEM,PHDA4,10,0,43,1345,15,LoMidWXXX
PIAB,Picea abies,Norway spruce,CEL,PIPU,70,9,0,440,7.0650048828125,LoMidWXXX
PIGL1,Picea glauca,White spruce,CEL,PIPU,70,8,0,420,7.0650048828125,LoMidWXXX
PIMA,Picea mariana,Black spruce,CEL,PIPU,80,8,0,420,7.0650048828125,LoMidWXXX
PIPU,Picea pungens,Blue spruce,CEL,PIPU,70,8,0,420,7.0650048828125,LoMidWXXX
PIRU,Picea rubens,Red spruce,CEL,PIPU,70,8,0,420,7.0650048828125,LoMidWXXX
PI1,Picea species,Spruce,CEL,PIPU,70,8,0,420,7.0650048828125,LoMidWXXX
PIBA,Pinus banksiana,Jack pine,CEL,CEL OTHER,40,8,0,420,7.0650048828125,LoMidWXXX
PICO5,Pinus contorta var. bolanderi,Bolander beach pine,CES,PICO5,40,8,0,420,7.0650048828125,LoMidWXXX
PIMU,Pinus mugo,Sweet mountain pine,CES,CES OTHER,60,7,0,400,7.0650048828125,LoMidWXXX
PINI,Pinus nigra,Austrian pine,CEM,PINI,70,8,0,420,7.0650048828125,LoMidWXXX
PIPO,Pinus ponderosa,Ponderosa pine,CEL,CEL OTHER,80,8,0,420,7.0650048828125,LoMidWXXX
PIRE,Pinus resinosa,Red pine,CEL,CEL OTHER,80,8,0,420,7.0650048828125,LoMidWXXX
PI2,Pinus species,Pine,CEL,CEL OTHER,60,8,0,420,7.0650048828125,LoMidWXXX
PIST,Pinus strobus,Eastern white pine,CEL,PIST,70,8,0,420,7.0650048828125,LoMidWXXX
PISY,Pinus sylvestris,Scotch pine,CEL,CEL OTHER,40,8,0,420,7.0650048828125,LoMidWXXX
PIVI,Pinus virginiana,Virginia pine,CEL,CEL OTHER,60,8,0,420,7.0650048828125,LoMidWXXX
PLAC,Platanus hybrida,London planetree,BDL,BDL OTHER,60,11,0,530,7.0650048828125,LoMidWXXX
PLOC,Platanus occidentalis,American sycamore,BDL,BDL OTHER,60,11,0,530,7.0650048828125,LoMidWXXX
PL3,Platanus species,Sycamore,BDL,BDL OTHER,60,11,0,530,7.0650048828125,LoMidWXXX
POAL,Populus alba,White poplar,BDL,PODE,30,11,0,530,7.0650048828125,LoMidWXXX
PODE,Populus deltoides,Eastern cottonwood,BDL,PODE,70,11,0,530,7.0650048828125,LoMidWXXX
PONI,Populus nigra,Black poplar,BDL,PODE,55,11,0,530,7.0650048828125,LoMidWXXX
PO,Populus species,Cottonwood,BDL,PODE,40,11,0,530,7.0650048828125,LoMidWXXX
PRHAJO,Prunus hally,Hally Jolivette Cherry,BDS,BDS OTHER,45,11,0,530,7.0650048828125,LoMidWXXX
PRPE1,Prunus pennsylvanica,Pin cherry,BDS,BDS OTHER,40,11,0,530,7.0650048828125,LoMidWXXX
PRSE1,Prunus serotina,Black cherry,BDL,BDL OTHER,50,11,0,530,7.0650048828125,LoMidWXXX
PRSE2,Prunus shrubs,Kwanzan cherry,BDS,BDS OTHER,40,11,0,530,7.0650048828125,LoMidWXXX
PR,Prunus species,Plum,BDS,BDS OTHER,40,11,0,530,7.0650048828125,LoMidWXXX
PRSU,Prunus subhirtella,Higan cherry,BDS,BDS OTHER,40,11,0,530,7.0650048828125,LoMidWXXX
PSME,Pseudotsuga menziesii,Douglas fir,CEL,CEL OTHER,80,8,0,420,7.0650048828125,LoMidWXXX
PYCA,Pyrus calleryana,Callery pear,BDM,PYCA,60,14,0,585,7.0650048828125,LoMidWXXX
PYCAA,Pyrus calleryana 'Aristocrat',Callery pear 'Aristocrat',BDM,PYCA,80,14,0,585,7.0650048828125,LoMidWXXX
PYCA_B,Pyrus calleryana 'Bradford',Callery pear 'Bradford',BDM,PYCA,60,14,0,585,7.0650048828125,LoMidWXXX
PY,Pyrus species,Pear,BDL,PYCA,60,15,0,640,7.0650048828125,LoMidWXXX
QUAL,Quercus alba,White oak,BDL,QURU,80,15,0,640,7.0650048828125,LoMidWXXX
QUBI,Quercus bicolor,Swamp white oak,BDL,QURU,90,15,0,640,7.0650048828125,LoMidWXXX
QUCO,Quercus coccinea,Scarlet oak,BDL,QURU,65,11,0,530,7.0650048828125,LoMidWXXX
QUIL2,Quercus ilex,Roble negro,BEL,QUIL2,60,11,0,530,7.0650048828125,LoMidWXXX
QUIM,Quercus imbricaria,Shingle oak,BDL,QURU,70,15,0,640,7.0650048828125,LoMidWXXX
QUMA1,Quercus macrocarpa,Bur oak,BDL,QURU,90,15,0,640,7.0650048828125,LoMidWXXX
QUMU,Quercus muehlenbergii,Chinkapin oak,BDL,QURU,80,15,0,640,7.0650048828125,LoMidWXXX
QUPA,Quercus palustris,Pin oak,BDL,QURU,70,15,0,640,7.0650048828125,LoMidWXXX
QUPR,Quercus prinus,Chestnut oak,BDL,QURU,70,15,0,640,7.0650048828125,LoMidWXXX
QURO,Quercus robur,English oak,BDL,QURU,80,15,0,640,7.0650048828125,LoMidWXXX
QUROF,Quercus robur 'Fastigiato',English oak 'Fastigiato',BDL,QURU,80,15,0,640,7.0650048828125,LoMidWXXX
QURU,Quercus rubra,Northern red oak,BDL,QURU,70,15,0,640,7.0650048828125,LoMidWXXX
QU,Quercus species,Oak,BDL,QURU,70,11,0,530,7.0650048828125,LoMidWXXX
QUVE,Quercus velutina,Black oak,BDL,QURU,60,15,0,640,7.0650048828125,LoMidWXXX
RHFR,Frangula alnus,Glossy buckthorn,BDS,BDS OTHER,40,11,0,530,7.0650048828125,LoMidWXXX
RHCA,Rhamnus cathartica,European buckthorn,BDS,BDS OTHER,40,11,0,530,7.0650048828125,LoMidWXXX
RHTR,Rhus typhina,Skunkbush sumac,BDS,BDS OTHER,30,11,0,530,7.0650048828125,LoMidWXXX
ROPS,Robinia pseudoacacia,Black locust,BDL,BDL OTHER,40,11,0,530,7.0650048828125,LoMidWXXX
ROVI,Robinia viscosa,Clammy locust,BDS,BDS OTHER,40,11,0,530,7.0650048828125,LoMidWXXX
SA,Salix species,Willow,BDM,BDM OTHER,37,14,0,585,7.0650048828125,LoMidWXXX
SAAL,Sassafras albidum,Sassafras,BDM,BDM OTHER,70,11,0,530,7.0650048828125,LoMidWXXX
SOJA,Sophora japonica,Japanese pagoda tree,BDM,BDM OTHER,70,14,0,585,7.0650048828125,LoMidWXXX
SOAL,Sorbus alnifolia,Korean mountain ash,BDM,BDM OTHER,50,11,0,530,7.0650048828125,LoMidWXXX
SPVA2,Spirea species,Van houtt's spirea,BDS,BDS OTHER,40,11,0,530,7.0650048828125,LoMidWXXX
SYSP,Syringa species,Lilac,BDS,BDS OTHER,70,15,0,640,7.0650048828125,LoMidWXXX
TADI,Taxodium distichum,Baldcypress,BDL,BDL OTHER,90,15,0,640,7.0650048828125,LoMidWXXX
TACA,Taxus canadensis,Canada yew,CES,CES OTHER,70,11,0,530,7.0650048828125,LoMidWXXX
TA,Taxus species,Yew,CES,CES OTHER,70,11,0,530,7.0650048828125,LoMidWXXX
THOC,Thuja occidentalis,Northern white cedar,CEM,CEM OTHER,90,7,0,400,7.0650048828125,LoMidWXXX
TIAM,Tilia americana,American basswood,BDL,BDL OTHER,70,14,0,585,7.0650048828125,LoMidWXXX
TICO,Tilia cordata,Littleleaf linden,BDM,TICO,70,14,0,585,7.0650048828125,LoMidWXXX
TICOG,Tilia cordata 'Greenspire',Littleleaf linden 'Greenspire',BDM,TICO,70,14,0,585,7.0650048828125,LoMidWXXX
TI,Tilia species,Basswood,BDL,TICO,70,14,0,585,7.0650048828125,LoMidWXXX
TITO,Tilia tomentosa,Silver linden,BDL,TICO,70,14,0,585,7.0650048828125,LoMidWXXX
TITOSS,Tilia tomentosa 'Sterling Silver',Sterling silver linden,BDL,TICO,70,14,0,585,7.0650048828125,LoMidWXXX
TSCA,Tsuga canadensis,Eastern hemlock,CEM,CEM OTHER,60,9,0,440,7.0650048828125,LoMidWXXX
ULAM,Ulmus americana,American elm,BDL,ULPU,70,11,0,530,7.0650048828125,LoMidWXXX
ULPA,Ulmus parvifolia,Chinese elm,BDL,ULPU,70,11,0,530,7.0650048828125,LoMidWXXX
ULPU,Ulmus pumila,Siberian elm,BDL,ULPU,40,11,0,530,7.0650048828125,LoMidWXXX
ULRU,Ulmus rubra,Slippery elm,BDM,ULPU,20,11,0,530,7.0650048828125,LoMidWXXX
ULS,Ulmus species,Elm,BDL,ULPU,40,11,0,530,7.0650048828125,LoMidWXXX
VISP2,Viburnum species,Viburnum,BDS,BDS OTHER,65,11,0,530,7.0650048828125,LoMidWXXX
WARO,Washingtonia robusta,Mexican fan palm,PES,WARO,70,0,25,650,15,LoMidWXXX
ZESE,Zelkova serrata,Japanese zelkova,BDL,BDL OTHER,60,14,0,585,7.0650048828125,LoMidWXXX
BDL OTHER,Broadleaf Deciduous Large Other,Broadleaf Deciduous Large Other,BDL,FRPE,70,14,0,585,7.0650048828125,LoMidWXXX
BDM OTHER,Broadleaf Deciduous Medium Other,Broadleaf Deciduous Medium Other,BDM,TICO,70,14,0,585,7.0650048828125,LoMidWXXX
BDS OTHER,Broadleaf Deciduous Small Other,Broadleaf Deciduous Small Other,BDS,CECA,80,15,0,640,7.0650048828125,LoMidWXXX
BEL OTHER,Broadleaf Evergreen Large Other,Broadleaf Evergreen Large Other,BEL,QUIL2,70,14,0,585,7.0650048828125,LoMidWXXX
BEM OTHER,Broadleaf Evergreen Medium Other,Broadleaf Evergreen Medium Other,BEM,MAGR,40,14,0,585,7.0650048828125,LoMidWXXX
BES OTHER,Broadleaf Evergreen Small Other,Broadleaf Evergreen Small Other,BES,ILOP,40,15,0,640,7.0650048828125,LoMidWXXX
CEL OTHER,Conifer Evergreen Large Other,Conifer Evergreen Large Other,CEL,PIST,70,8,0,420,7.0650048828125,LoMidWXXX
CEM OTHER,Conifer Evergreen Medium Other,Conifer Evergreen Medium Other,CEM,PINI,80,8,0,420,7.0650048828125,LoMidWXXX
CES OTHER,Conifer Evergreen Small Other,Conifer Evergreen Small Other,CES,PICO5,70,8,0,420,7.0650048828125,LoMidWXXX
PEL OTHER,Palm Evergreen Large Other,Palm Evergreen Large Other,PEL,PHCA,70,0,133,3995,15,LoMidWXXX
PEM OTHER,Palm Evergreen Medium Other,Palm Evergreen Medium Other,PEM,PHDA4,10,0,43,1345,15,LoMidWXXX
