#VALUE!,3.81,11.43,22.86,38.10,53.34,68.58,83.82,99.06,114.30,,,
BABL,3.4,26.5,75.8,75.8,75.8,75.8,75.8,75.8,75.8,,,
CAEQ,1.2,14.6,51.1,113.1,182.0,253.8,327.1,401.0,474.8,,,
CAIN4,6.0,33.6,81.8,145.2,205.2,261.7,315.1,315.1,315.1,,,
CANE33,16.4,51.9,111.6,203.5,309.2,428.9,562.4,562.4,562.4,,,
CISP2,2.8,29.7,97.4,208.0,208.0,208.0,208.0,208.0,208.0,,,
COERA2,4.4,14.0,30.5,56.6,87.2,122.3,161.9,206.1,254.8,,,
COSU2,2.4,14.3,50.2,131.6,131.6,131.6,131.6,131.6,131.6,,,
DERE,6.3,19.4,40.4,70.9,104.2,140.4,140.4,140.4,140.4,,,
ELOR2,2.3,10.9,33.5,82.0,151.5,242.0,242.0,242.0,242.0,,,
FIBE,2.7,8.0,73.5,229.2,436.3,666.0,889.1,1076.7,1199.8,,,
FIDE6,2.5,27.2,90.0,193.0,304.6,304.6,304.6,304.6,304.6,,,
ILPA2,2.4,8.4,20.1,40.6,40.6,40.6,40.6,40.6,40.6,,,
LASP,2.4,25.7,84.2,179.1,281.2,385.8,385.8,385.8,385.8,,,
MEQU,1.9,12.9,34.3,64.3,93.8,122.3,149.9,149.9,149.9,,,
PISA2,5.3,20.1,53.2,117.2,204.2,314.0,446.7,602.3,780.8,,,
SWMA,0.2,5.5,33.1,103.5,205.1,331.1,477.0,477.0,477.0,,,
TAAR,2.1,9.8,30.3,74.5,74.5,74.5,74.5,74.5,74.5,,,
TACH,15.2,44.9,87.6,141.1,190.7,236.4,278.1,278.1,278.1,,,
TAPA,9.5,29.1,59.6,102.6,148.0,196.0,246.5,246.5,246.5,,,
PIRA,6.4,46.8,126.4,237.6,346.6,451.6,552.5,649.4,742.8,,,
PIBR2,6.1,21.6,73.5,196.1,379.7,379.7,379.7,379.7,379.7,,,
PICO5,2.1,21.4,83.9,216.9,216.9,216.9,216.9,216.9,216.9,,,
CONU,10.5,42.4,75.4,98.3,105.6,97.3,78.9,61.3,61.3,,,
PHDA4,3.7,10.8,17.5,24.2,31.0,38.1,45.6,45.6,45.6,,,
VEME,10.5,22.2,16.8,12.1,12.1,12.1,12.1,12.1,12.1,,,
BDL OTHER,5.3,20.1,53.2,117.2,204.2,314.0,446.7,602.3,780.8,,,
BDM OTHER,16.4,51.9,111.6,203.5,309.2,428.9,562.4,562.4,562.4,,,
BDS OTHER,6.3,19.4,40.4,70.9,104.2,140.4,140.4,140.4,140.4,,,
BEL OTHER,2.7,8.0,73.5,229.2,436.3,666.0,889.1,1076.7,1199.8,,,
BEM OTHER,2.8,29.7,97.4,208.0,208.0,208.0,208.0,208.0,208.0,,,
BES OTHER,3.4,26.5,75.8,75.8,75.8,75.8,75.8,75.8,75.8,,,
CEL OTHER,6.4,46.8,126.4,237.6,346.6,451.6,552.5,649.4,742.8,,,
CEM OTHER,6.1,21.6,73.5,196.1,379.7,379.7,379.7,379.7,379.7,,,
CES OTHER,2.1,21.4,83.9,216.9,216.9,216.9,216.9,216.9,216.9,,,
PEL OTHER,10.5,42.4,75.4,98.3,105.6,97.3,78.9,61.3,61.3,,,
PEM OTHER,3.7,10.8,17.5,24.2,31.0,38.1,45.6,45.6,45.6,,,
PES OTHER,10.5,22.2,16.8,12.1,12.1,12.1,12.1,12.1,12.1,,,
,3,4,5,6,7,8,9,10,11,,,
,,,,,,,,,,,,
,Leaf Surface Area (m2/tree),,,,,,0,,,,,
,,,Midpoint of DBH class (cm),,,,,,,,,
